,stature,weightkg,crotchheight,waistcircumference,size,color
668,1717,785,785,875,medium,slategrey
669,1809,753,906,821,large,lightsteelblue
670,1742,872,850,902,large,lightsteelblue
671,1946,918,974,954,xxl,royalblue
672,1787,900,809,963,medium,slategrey
673,1825,825,879,943,xl,cornflowerblue
674,1915,877,942,851,xl,cornflowerblue
675,1831,860,931,907,xl,cornflowerblue
676,1798,932,863,992,xl,cornflowerblue
677,1770,699,893,767,large,lightsteelblue
678,1733,723,852,835,medium,slategrey
679,1706,704,822,851,large,lightsteelblue
680,1802,837,864,864,large,lightsteelblue
681,1707,795,771,887,medium,slategrey
682,1736,1222,790,1287,medium,slategrey
683,1787,974,842,1124,large,lightsteelblue
684,1613,684,760,846,medium,slategrey
685,1638,584,795,813,medium,slategrey
686,1779,961,877,1070,xl,cornflowerblue
687,1770,666,869,735,large,lightsteelblue
688,1734,938,795,1015,medium,slategrey
689,1712,776,826,895,large,lightsteelblue
690,1817,903,851,932,large,lightsteelblue
691,1618,601,766,762,small,asd
692,1673,732,770,884,medium,slategrey
693,1745,1026,786,1070,medium,slategrey
694,1836,675,921,739,xl,cornflowerblue
695,1722,738,848,836,medium,slategrey
696,1718,941,783,1080,medium,slategrey
697,1824,759,847,816,medium,slategrey
698,1941,887,954,904,xl,cornflowerblue
699,1883,650,925,756,xl,cornflowerblue
700,1838,742,887,808,large,lightsteelblue
701,1772,756,846,845,medium,slategrey
702,1797,1095,862,1075,xl,cornflowerblue
703,1699,669,808,853,medium,slategrey
704,1700,1045,762,1073,medium,slategrey
705,1707,817,797,1018,medium,slategrey
706,1818,874,902,846,large,lightsteelblue
707,1708,691,835,856,large,lightsteelblue
708,1787,836,861,883,large,lightsteelblue
709,1750,678,836,889,large,lightsteelblue
710,1742,950,832,985,large,lightsteelblue
711,1623,915,733,1086,medium,slategrey
712,1771,824,822,893,large,lightsteelblue
713,1724,816,810,911,medium,slategrey
714,1951,996,963,929,xxl,royalblue
715,1729,705,843,770,medium,slategrey
716,1719,596,783,751,small,asd
717,1723,899,848,970,large,lightsteelblue
718,1694,822,774,985,medium,slategrey
719,1691,799,783,958,medium,slategrey
720,1733,786,864,846,large,lightsteelblue
721,1677,766,770,952,medium,slategrey
722,1758,667,866,775,large,lightsteelblue
723,1899,1209,919,1168,xxl,royalblue
724,1761,778,819,915,large,lightsteelblue
725,1716,744,872,913,xl,cornflowerblue
726,1741,931,827,1021,large,lightsteelblue
727,1774,882,825,995,large,lightsteelblue
728,1714,846,830,1016,large,lightsteelblue
729,1745,961,818,1027,large,lightsteelblue
730,1754,1014,836,1080,large,lightsteelblue
731,1727,854,838,958,large,lightsteelblue
732,1774,905,826,1028,large,lightsteelblue
733,1756,990,793,1097,medium,slategrey
734,1756,822,857,914,large,lightsteelblue
735,1774,876,856,1032,large,lightsteelblue
736,1681,860,775,1040,medium,slategrey
737,1702,858,815,984,large,lightsteelblue
738,1735,909,811,967,large,lightsteelblue
739,1744,998,825,1024,large,lightsteelblue
740,1732,917,836,1004,large,lightsteelblue
741,1711,788,828,908,large,lightsteelblue
742,1635,697,767,874,medium,slategrey
743,1706,806,812,901,large,lightsteelblue
744,1771,861,885,924,xl,cornflowerblue
745,1792,1082,812,1100,large,lightsteelblue
746,1831,949,864,983,xl,cornflowerblue
747,1852,993,906,995,xl,cornflowerblue
748,1821,995,885,1074,xl,cornflowerblue
749,1754,1018,819,1091,large,lightsteelblue
750,1684,739,806,970,medium,slategrey
751,1709,901,795,1015,medium,slategrey
752,1826,971,949,934,xl,cornflowerblue
753,1795,897,895,960,xl,cornflowerblue
754,1782,780,873,910,xl,cornflowerblue
755,1769,991,866,1121,xl,cornflowerblue
756,1745,872,822,986,large,lightsteelblue
757,1803,946,857,974,large,lightsteelblue
758,1735,909,824,1036,large,lightsteelblue
759,1785,717,886,887,large,lightsteelblue
760,1661,732,781,960,medium,slategrey
761,1784,1075,869,1021,xl,cornflowerblue
762,1773,813,804,925,medium,slategrey
763,1790,949,846,1048,large,lightsteelblue
764,1725,846,820,972,large,lightsteelblue
765,1830,795,901,909,xl,cornflowerblue
766,1699,844,803,917,medium,slategrey
767,1773,747,827,874,large,lightsteelblue
768,1690,736,829,972,large,lightsteelblue
769,1774,862,876,955,xl,cornflowerblue
770,1734,784,840,914,large,lightsteelblue
771,1804,1014,874,996,xl,cornflowerblue
772,1655,716,793,868,medium,slategrey
773,1765,796,875,855,large,lightsteelblue
774,1781,945,801,1023,medium,slategrey
775,1871,858,931,947,xl,cornflowerblue
776,1566,867,705,1017,medium,slategrey
777,1782,871,876,991,xl,cornflowerblue
778,1737,952,849,975,large,lightsteelblue
779,1750,800,827,939,large,lightsteelblue
780,1904,1054,944,993,xxl,royalblue
781,1785,848,863,963,xl,cornflowerblue
782,1763,895,810,975,medium,slategrey
783,1735,817,825,955,large,lightsteelblue
784,1727,903,837,1006,large,lightsteelblue
785,1903,1223,896,1133,xl,cornflowerblue
786,1788,925,895,993,xl,cornflowerblue
787,1821,1056,870,1083,xl,cornflowerblue
788,1647,914,776,1126,medium,slategrey
789,1873,963,918,1027,xxl,royalblue
790,1756,791,838,828,medium,slategrey
791,1794,1083,865,974,xl,cornflowerblue
792,1732,974,843,1069,large,lightsteelblue
793,1678,846,796,981,medium,slategrey
794,1806,1074,853,1038,large,lightsteelblue
795,1611,759,771,1016,medium,slategrey
796,1890,1129,931,1098,xxl,royalblue
797,1783,933,861,934,xl,cornflowerblue
798,1857,1040,905,1070,xl,cornflowerblue
799,1774,914,850,1001,large,lightsteelblue
800,1843,1107,945,1072,xxl,royalblue
801,1729,959,852,962,large,lightsteelblue
802,1940,1064,988,991,xxl,royalblue
803,1721,788,815,933,large,lightsteelblue
804,1828,900,863,999,xl,cornflowerblue
805,1762,903,828,1028,large,lightsteelblue
806,1715,809,804,927,medium,slategrey
807,1783,872,834,1012,large,lightsteelblue
808,1707,893,806,1010,medium,slategrey
809,1812,934,863,1022,xl,cornflowerblue
810,1860,888,899,891,large,lightsteelblue
811,1768,891,867,904,xl,cornflowerblue
812,1761,954,830,922,large,lightsteelblue
813,1722,958,825,1039,large,lightsteelblue
814,1789,812,853,927,large,lightsteelblue
815,1780,1024,868,1130,xl,cornflowerblue
816,1768,846,836,999,large,lightsteelblue
817,1659,893,801,920,medium,slategrey
818,1733,784,819,944,large,lightsteelblue
819,1924,1014,943,1038,xxl,royalblue
820,1698,801,811,948,large,lightsteelblue
821,1791,1003,881,1060,xl,cornflowerblue
822,1800,871,874,933,xl,cornflowerblue
823,1848,928,902,985,xl,cornflowerblue
824,1747,809,850,895,large,lightsteelblue
825,1905,1171,945,1130,xxl,royalblue
826,1671,882,817,931,large,lightsteelblue
827,1669,749,786,919,medium,slategrey
828,1810,957,852,1025,large,lightsteelblue
829,1865,881,879,903,xl,cornflowerblue
830,1801,710,874,909,xl,cornflowerblue
831,1707,788,811,961,large,lightsteelblue
832,1707,844,804,983,medium,slategrey
833,1715,895,858,1027,large,lightsteelblue
834,1803,931,869,1022,xl,cornflowerblue
835,1717,904,791,962,medium,slategrey
836,1823,1061,881,1082,xl,cornflowerblue
837,1768,858,857,970,large,lightsteelblue
838,1622,858,720,1065,medium,slategrey
839,1780,909,869,896,large,lightsteelblue
840,1716,939,842,984,large,lightsteelblue
841,1778,1097,889,1082,xl,cornflowerblue
842,1704,669,824,827,medium,slategrey
843,1783,856,853,913,large,lightsteelblue
844,1775,964,807,1010,medium,slategrey
845,1749,759,829,816,medium,slategrey
846,1794,818,849,944,large,lightsteelblue
847,1724,885,874,1011,xl,cornflowerblue
848,1831,1046,898,1058,xl,cornflowerblue
849,1867,905,948,954,xxl,royalblue
850,1794,856,851,985,large,lightsteelblue
851,1777,893,890,954,xl,cornflowerblue
852,1771,827,856,935,large,lightsteelblue
853,1805,1012,836,1143,large,lightsteelblue
854,1739,832,812,970,large,lightsteelblue
855,1733,942,834,1068,large,lightsteelblue
856,1694,966,827,1044,large,lightsteelblue
857,1821,1036,863,1044,xl,cornflowerblue
858,1765,788,832,888,large,lightsteelblue
859,1779,873,863,893,large,lightsteelblue
860,1802,926,869,948,xl,cornflowerblue
861,1783,846,836,952,large,lightsteelblue
862,1853,878,882,924,xl,cornflowerblue
863,1744,808,836,992,large,lightsteelblue
864,1709,816,801,994,medium,slategrey
865,1855,895,867,991,xl,cornflowerblue
866,1765,882,858,928,large,lightsteelblue
867,1764,890,834,977,large,lightsteelblue
868,1807,1015,854,1052,large,lightsteelblue
869,1775,895,857,921,large,lightsteelblue
870,1760,795,883,889,large,lightsteelblue
871,1851,915,939,1020,xxl,royalblue
872,1734,734,832,931,large,lightsteelblue
873,1781,1087,889,1138,xl,cornflowerblue
874,1758,959,808,1063,medium,slategrey
875,1635,743,763,932,medium,slategrey
876,1745,837,802,972,medium,slategrey
877,1740,791,842,941,large,lightsteelblue
878,1739,851,819,1001,large,lightsteelblue
879,1774,802,887,905,xl,cornflowerblue
880,1802,958,868,1079,xl,cornflowerblue
881,1728,828,875,900,xl,cornflowerblue
882,1710,779,827,961,large,lightsteelblue
883,1735,833,874,915,xl,cornflowerblue
884,1671,578,771,720,small,asd
885,1791,1055,857,1060,large,lightsteelblue
886,1794,898,861,980,xl,cornflowerblue
887,1853,937,907,958,xl,cornflowerblue
888,1712,887,796,1054,medium,slategrey
889,1777,797,862,914,xl,cornflowerblue
890,1815,1001,874,1021,xl,cornflowerblue
891,1859,827,900,861,large,lightsteelblue
892,1609,771,759,1046,medium,slategrey
893,1660,844,827,981,large,lightsteelblue
894,1863,953,893,1050,xl,cornflowerblue
895,1819,779,862,947,xl,cornflowerblue
896,1726,713,838,930,large,lightsteelblue
897,1717,1064,797,1094,medium,slategrey
898,1762,944,856,1099,large,lightsteelblue
899,1782,810,849,908,large,lightsteelblue
900,1782,808,877,952,xl,cornflowerblue
901,1734,826,808,922,medium,slategrey
902,1528,663,743,966,medium,slategrey
903,1750,725,813,823,medium,slategrey
904,1793,766,871,920,xl,cornflowerblue
905,1706,766,813,956,large,lightsteelblue
906,1794,1047,892,1051,xl,cornflowerblue
907,1778,727,860,878,large,lightsteelblue
908,1700,797,872,976,xl,cornflowerblue
909,1689,950,801,1013,medium,slategrey
910,1659,874,764,969,medium,slategrey
911,1653,914,753,996,medium,slategrey
912,1647,852,794,1041,medium,slategrey
913,1794,782,867,838,large,lightsteelblue
914,1681,762,810,947,medium,slategrey
915,1700,908,792,1043,medium,slategrey
916,1755,767,856,851,large,lightsteelblue
917,1710,859,819,1004,large,lightsteelblue
918,1845,1067,892,1043,xl,cornflowerblue
919,1696,849,793,982,medium,slategrey
920,1792,700,876,840,large,lightsteelblue
921,1735,657,827,827,medium,slategrey
922,1677,845,789,951,medium,slategrey
923,1767,987,853,1047,large,lightsteelblue
924,1751,857,814,1001,large,lightsteelblue
925,1769,1045,825,1086,large,lightsteelblue
926,1736,893,803,1059,medium,slategrey
927,1873,1032,872,978,xl,cornflowerblue
928,1743,894,821,957,large,lightsteelblue
929,1775,666,834,773,medium,slategrey
930,1717,890,828,936,large,lightsteelblue
931,1706,1056,827,1112,large,lightsteelblue
932,1761,843,850,941,large,lightsteelblue
933,1660,746,781,867,medium,slategrey
934,1665,597,772,766,small,asd
935,1773,826,857,946,large,lightsteelblue
936,1735,907,839,951,large,lightsteelblue
937,1723,877,842,930,large,lightsteelblue
938,1693,685,813,822,medium,slategrey
939,1728,767,784,908,medium,slategrey
940,1809,1081,867,1082,xl,cornflowerblue
941,1671,772,775,898,medium,slategrey
942,1775,829,862,909,xl,cornflowerblue
943,1727,857,819,1010,large,lightsteelblue
944,1675,691,786,860,medium,slategrey
945,1697,806,811,938,large,lightsteelblue
946,1760,737,863,875,large,lightsteelblue
947,1766,775,841,836,medium,slategrey
948,1707,1006,774,1155,medium,slategrey
949,1798,860,865,1007,xl,cornflowerblue
950,1682,597,781,778,small,asd
951,1747,979,776,1129,medium,slategrey
952,1966,897,954,880,xl,cornflowerblue
953,1737,1016,788,1034,medium,slategrey
954,1863,1119,896,1036,xl,cornflowerblue
955,1857,711,893,815,large,lightsteelblue
956,1849,1057,890,1008,xl,cornflowerblue
957,1836,828,865,924,xl,cornflowerblue
958,1730,851,823,939,large,lightsteelblue
959,1950,1047,973,1030,xxxl,blue
960,1637,781,806,909,medium,slategrey
961,1796,984,861,995,xl,cornflowerblue
962,1692,761,813,876,large,lightsteelblue
963,1624,764,767,933,medium,slategrey
964,1620,970,720,1105,medium,slategrey
965,1686,868,800,997,medium,slategrey
966,1744,801,797,955,medium,slategrey
967,1713,861,792,1026,medium,slategrey
968,1750,794,837,958,large,lightsteelblue
969,1788,1051,813,1115,large,lightsteelblue
970,1830,848,854,838,medium,slategrey
971,1711,630,812,801,medium,slategrey
972,1841,1344,897,1263,xl,cornflowerblue
973,1784,974,829,1008,large,lightsteelblue
974,1915,804,942,855,xl,cornflowerblue
975,1835,838,858,943,large,lightsteelblue
976,1905,1262,914,1211,xxl,royalblue
977,1817,1156,901,1139,xl,cornflowerblue
978,1847,1053,872,1119,xl,cornflowerblue
979,1724,678,815,818,medium,slategrey
980,1782,957,829,1022,large,lightsteelblue
981,1717,703,855,793,medium,slategrey
982,1781,657,865,777,large,lightsteelblue
983,1833,895,843,967,large,lightsteelblue
984,1741,758,817,830,medium,slategrey
985,1824,906,874,1027,xl,cornflowerblue
986,1766,720,861,821,large,lightsteelblue
987,1821,1048,869,1150,xl,cornflowerblue
988,1798,1161,871,1206,xl,cornflowerblue
989,1832,866,878,898,large,lightsteelblue
990,1685,601,803,761,small,asd
991,1788,1120,859,1159,large,lightsteelblue
992,1765,762,836,898,large,lightsteelblue
993,1818,1278,868,1159,xl,cornflowerblue
994,1687,529,804,709,small,asd
995,1751,918,831,1005,large,lightsteelblue
996,1778,830,812,876,large,lightsteelblue
997,1809,1053,865,1042,xl,cornflowerblue
998,1787,899,852,1022,large,lightsteelblue
999,1844,849,928,934,xl,cornflowerblue
1000,1790,823,887,917,xl,cornflowerblue
1001,1693,659,779,800,medium,slategrey
1002,1734,788,841,972,large,lightsteelblue
1003,1834,787,917,859,xl,cornflowerblue
1004,1830,954,843,977,large,lightsteelblue
1005,1842,970,871,993,xl,cornflowerblue
1006,1876,1052,894,1048,xl,cornflowerblue
1007,1665,649,795,841,medium,slategrey
1008,1890,1024,899,1034,xl,cornflowerblue
1009,1737,774,807,942,medium,slategrey
1010,1856,891,885,872,large,lightsteelblue
1011,1827,701,945,808,xl,cornflowerblue
1012,1772,953,823,1047,large,lightsteelblue
1013,1725,1029,801,1124,medium,slategrey
1014,1741,717,820,856,large,lightsteelblue
1015,1924,1134,933,1106,xxl,royalblue
1016,1852,924,880,945,xl,cornflowerblue
1017,1833,975,884,1037,xl,cornflowerblue
1018,1648,754,796,889,medium,slategrey
1019,1733,826,823,931,large,lightsteelblue
1020,1681,931,790,1023,medium,slategrey
1021,1745,1112,793,1184,medium,slategrey
1022,1700,808,823,876,large,lightsteelblue
1023,1689,811,784,835,medium,slategrey
1024,1803,962,840,990,large,lightsteelblue
1025,1861,1003,892,1009,xl,cornflowerblue
1026,1754,999,833,1089,large,lightsteelblue
1027,1817,1003,897,1066,xl,cornflowerblue
1028,1709,773,816,958,large,lightsteelblue
1029,1802,782,880,813,large,lightsteelblue
1030,1837,956,906,868,large,lightsteelblue
1031,1771,660,860,757,medium,slategrey
1032,1879,1087,927,1108,xxl,royalblue
1033,1849,1107,910,1080,xl,cornflowerblue
1034,1735,935,838,1054,large,lightsteelblue
1035,1807,848,845,884,large,lightsteelblue
1036,1791,963,858,1007,large,lightsteelblue
1037,1700,646,792,746,small,asd
1038,1862,1026,898,1071,xl,cornflowerblue
1039,1727,884,825,982,large,lightsteelblue
1040,1684,674,817,795,medium,slategrey
1041,1709,823,799,961,medium,slategrey
1042,1761,730,883,830,large,lightsteelblue
1043,1725,889,806,988,medium,slategrey
1044,1657,771,783,897,medium,slategrey
1045,1738,699,835,790,medium,slategrey
1046,1936,831,964,855,xxl,royalblue
1047,1869,1163,872,1116,xl,cornflowerblue
1048,1834,986,857,1077,large,lightsteelblue
1049,1928,1325,946,1185,xxl,royalblue
1050,1831,1048,880,1055,xl,cornflowerblue
1051,1758,824,831,961,large,lightsteelblue
1052,1721,650,860,782,medium,slategrey
1053,1883,961,865,1008,xl,cornflowerblue
1054,1811,979,890,961,xl,cornflowerblue
1055,1700,540,835,687,medium,slategrey
1056,1664,608,804,763,small,asd
1057,1733,739,826,887,large,lightsteelblue
1058,1839,1044,853,1018,large,lightsteelblue
1059,1600,393,758,648,small,asd
1060,1771,897,857,987,large,lightsteelblue
1061,1859,1258,886,1113,xl,cornflowerblue
1062,1839,816,937,809,xl,cornflowerblue
1063,1759,734,840,846,medium,slategrey
1064,1688,875,801,1008,medium,slategrey
1065,1792,753,859,846,medium,slategrey
1066,1790,819,849,880,large,lightsteelblue
1067,1773,852,850,950,large,lightsteelblue
1068,1765,655,880,762,large,lightsteelblue
1069,1732,997,803,956,medium,slategrey
1070,1810,861,873,869,large,lightsteelblue
1071,1728,593,836,755,medium,slategrey
1072,1814,1019,846,1054,large,lightsteelblue
1073,1772,795,838,847,medium,slategrey
1074,1750,709,841,775,medium,slategrey
1075,1803,783,853,796,medium,slategrey
1076,1737,727,829,803,medium,slategrey
1077,1839,867,881,898,large,lightsteelblue
1078,1880,991,904,1056,xl,cornflowerblue
1079,1785,828,854,878,large,lightsteelblue
1080,1794,840,875,902,xl,cornflowerblue
1081,1728,823,825,883,large,lightsteelblue
1082,1699,708,838,866,large,lightsteelblue
1083,1771,670,846,757,medium,slategrey
1084,1768,703,824,853,large,lightsteelblue
1085,1712,902,760,1025,medium,slategrey
1086,1674,600,794,813,medium,slategrey
1087,1729,910,805,1015,medium,slategrey
1088,1746,912,813,998,large,lightsteelblue
1089,1609,837,752,1064,medium,slategrey
1090,1797,820,867,971,xl,cornflowerblue
1091,1809,1155,845,1136,large,lightsteelblue
1092,1735,579,856,731,medium,slategrey
1093,1718,935,841,969,large,lightsteelblue
1094,1776,864,860,879,large,lightsteelblue
1095,1658,558,802,753,small,asd
1096,1856,985,888,964,xl,cornflowerblue
1097,1704,972,818,1020,large,lightsteelblue
1098,1787,934,913,882,xl,cornflowerblue
1099,1653,857,755,1005,medium,slategrey
1100,1853,856,886,938,xl,cornflowerblue
1101,1779,634,913,757,xl,cornflowerblue
1102,1759,883,820,1016,large,lightsteelblue
1103,1738,591,847,743,medium,slategrey
1104,1712,958,823,971,large,lightsteelblue
1105,1703,698,840,842,medium,slategrey
1106,1736,742,833,902,large,lightsteelblue
1107,1720,799,826,902,large,lightsteelblue
1108,1786,1099,835,1229,large,lightsteelblue
1109,1711,873,805,997,medium,slategrey
1110,1724,658,821,846,medium,slategrey
1111,1736,983,837,908,large,lightsteelblue
1112,1736,638,823,778,medium,slategrey
1113,1810,1298,881,1356,xl,cornflowerblue
1114,1678,746,803,909,medium,slategrey
1115,1746,804,824,877,large,lightsteelblue
1116,1736,773,823,836,medium,slategrey
1117,1774,980,830,1013,large,lightsteelblue
1118,1750,796,833,864,large,lightsteelblue
1119,1880,1062,923,1004,xxl,royalblue
1120,1703,790,811,933,large,lightsteelblue
1121,1921,1001,916,995,xxl,royalblue
1122,1826,846,848,911,large,lightsteelblue
1123,1822,741,881,834,large,lightsteelblue
1124,1679,591,819,766,medium,slategrey
1125,1766,822,826,924,large,lightsteelblue
1126,1735,643,822,758,medium,slategrey
1127,1812,878,846,921,large,lightsteelblue
1128,1752,799,801,894,medium,slategrey
1129,1653,811,800,880,medium,slategrey
1130,1774,1096,862,1112,xl,cornflowerblue
1131,1714,689,832,798,medium,slategrey
1132,1764,827,810,900,medium,slategrey
1133,1832,883,846,914,large,lightsteelblue
1134,1800,898,830,1001,large,lightsteelblue
1135,1704,1128,806,1155,medium,slategrey
1136,1799,949,882,1049,xl,cornflowerblue
1137,1733,765,822,813,medium,slategrey
1138,1775,1059,843,1113,large,lightsteelblue
1139,1650,557,782,758,small,asd
1140,1688,910,783,1014,medium,slategrey
1141,1682,852,778,1061,medium,slategrey
1142,1715,903,823,1045,large,lightsteelblue
1143,1691,956,792,1055,medium,slategrey
1144,1758,875,865,956,xl,cornflowerblue
1145,1844,1046,895,993,xl,cornflowerblue
1146,1820,859,882,928,xl,cornflowerblue
1147,1745,784,840,910,large,lightsteelblue
1148,1848,748,877,833,large,lightsteelblue
1149,1768,1036,816,1067,large,lightsteelblue
1150,1769,828,854,902,large,lightsteelblue
1151,1818,857,863,975,xl,cornflowerblue
1152,1673,745,792,887,medium,slategrey
1153,1724,871,780,965,medium,slategrey
1154,1722,735,818,804,medium,slategrey
1155,1761,783,847,940,large,lightsteelblue
1156,1761,903,846,999,large,lightsteelblue
1157,1693,642,832,819,medium,slategrey
1158,1686,824,821,947,large,lightsteelblue
1159,1683,690,758,867,medium,slategrey
1160,1688,769,764,872,medium,slategrey
1161,1764,881,841,956,large,lightsteelblue
1162,1802,862,860,933,large,lightsteelblue
1163,1881,807,903,913,xl,cornflowerblue
1164,1682,924,785,1070,medium,slategrey
1165,1799,1015,876,1060,xl,cornflowerblue
1166,1841,1102,912,1111,xxl,royalblue
